Run!	Chạy!
Who ate all the pies?	Ai đã ăn mấy cái bánh vậy?
Who started the fire?	Ai đã đốt lửa?
Why did you kiss Tom?	Tại sao cậu lại hôn Tom?
Why don't we go home?	Sao mình không đi về đi?
You have a great job.	Bạn có một công việc tuyệt vời.
You have to hurry up.	Nhanh lên nào.
You lost your chance.	Bạn đã bỏ lỡ cơ hội.
You seem happy today.	Hôm nay cậu có vẻ vui nhỉ.
You should let it go.	Bạn nên cho qua chuyện đó đi.
You're a good mother.	Bạn là người mẹ tốt.
You're free to leave.	Bạn tự do rời khỏi
You're just a coward.	Mày chỉ là một thằng hèn.
You're just a coward.	Cậu chỉ là một thằng hèn.
All my books are gone.	Sách của tôi mất hết rồi.
Are you back home now?	Bạn có về nhà bây giờ không?
Are you back home now?	Mày có về nhà bây giờ không?
Can I stay in the car?	Tôi đợi trong xe nhé?
Can't you move faster?	Anh nhanh tay lên được không?
Can't you move faster?	Anh đi nhanh lên được không?
Do you have a brother?	Bạn có anh/em trai không?
Do you plant pumpkins?	Bạn có trồng bí ngô không?
Do you speak Japanese?	Ông có nói tiếng Nhật không?
Don't even mention it.	Đừng bao giờ đề cập tới vấn đề đấy.
Everything is working.	Tất cả đều đang hoạt động.
Go back to your seats.	Trở về ghế ngồi của các bạn đi.
Has Tom already eaten?	Tom đã ăn chưa?
He admitted his guilt.	Anh ấy nhận tội lỗi của mình.
He has just come home.	Anh ta vừa về nhà.
He's never told a lie.	Anh ấy không bao giờ nói dối.
I am poor at swimming.	Tôi không bơi giỏi.
I can't talk to girls.	Tôi không thể nói chuyện với các cô gái.
I don't care for beer.	Tôi không quan tâm đến bia.
I got a call from Tom.	Tôi có cuộc gọi từ Tom.
I have class tomorrow.	Tôi có lớp ngày mai.
I have homework to do.	Tôi phải làm bài tập.
I have lost my wallet.	Tôi bị mất ví.
I hope you don't mind.	Hy vọng bạn không thấy phiền.
I like to play tennis.	Tôi thích chơi tennis.
I only have ten books.	Tôi chỉ có 10 cuốn sách.
I really want to know.	Tôi thật sự muốn biết.
I want to go with you.	Tôi muốn đi cùng với bạn.
I want to talk to her.	Tôi muốn nói chuyện với cô.
I won't come tomorrow.	Ngày mai tôi sẽ không đến.
I'm from Tokyo, Japan.	Tôi đến từ Tokyo, Nhật Bản.
I'm glad I could help.	Tôi rất vui vì có thể giúp được bạn.
I'm not going to stop.	Tôi sẽ không dừng lại.
I'm not going to wait.	Tôi sẽ không đợi.
I've borrowed a table.	Tôi đã mượn một cái bàn.
I've paid you already.	Tôi đã thanh toán cho bạn rồi.
I've seen them before.	Mình nhìn thấy bọn họ trước đây
Is this going to hurt?	Có đau không?
It's a very sad story.	Đó là một câu chuyện rất buồn.
It's driving me crazy.	Cái này làm tôi phát điên mất!
Keep it down in there.	Giữ im lặng trong đó.
Let's start with beer.	Hãy bắt đầu với bia.
Let's stop doing this.	Hãy dừng việc này lại.
Like father, like son.	Cha nào con nấy.
My baggage is missing.	Hành lý của tôi bị thiếu.
Nobody does it better.	Không ai làm việc này tốt hơn.
Nobody does it better.	Chẳng có ai có thể làm việc này tốt hơn.
Nobody understands me.	Không ai hiểu được tôi hết.
Please don't touch me.	Đừng đụng vào người tôi.
She put it in the box.	Cô ấy đặt nó vào cái hộp.
That house looks nice.	Căn nhà đó trông đẹp.
That's my final offer.	Đó là đề nghị cuối cùng của tôi.
The curtains are open.	Những cái rèm đã được mở.
The kettle is boiling.	Ấm nước đang sôi.
The king was executed.	Nhà vua đã bị xử tử.
These aren't my ideas.	Đó không phải là ý của tôi.
This is for everybody.	Cái này cho mọi người.
This is morally wrong.	Về mặt đạo đức điều này là sai.
This is working great.	Thứ này làm việc tốt quá.
To me, it's important.	Đối với tôi, nó quan trọng.
Tom appeared confused.	Tom có vẻ bối rối.
Tom bought Mary a car.	Tom mua cho Mary một chiếc xe.
Tom cried for an hour.	Tom đã khóc được 1 tiếng đồng hồ.
Tom didn't betray you.	Tom không phản bội cậu.
Tom is a brave person.	Tom là một người can đảm.
Tom is a brave person.	Tom là một người dũng cảm.
Tom is a hair stylist.	Tom là nhà tạo mẫu tóc.
Tom is a truck driver.	Tom là tài xế xa tải.
Tom is always careful.	Tom lúc nào cũng cẩn thận.
Tom is from Australia.	Tom tới từ Úc.
Tom is very angry now.	Tom đang rất giận dữ.
Tom is very disturbed.	Tom cực kỳ bối rối.
Tom just contacted us.	Tom vừa liên hệ với chúng tôi.
Tom looks a bit tired.	Tom trông có vẻ hơi mệt.
Tom needs an umbrella.	Tom cần một cái ô.
Tom was asking for it.	Tôm đang hỏi về nó.
We never actually met.	Thực sự chúng tôi chưa bao giờ gặp nhau.
We'd better get going.	Chúng ta nên tiếp tục.
What did you just say?	Bạn vừa nói gì?
What else do you need?	Bạn cần gì khác không?
What should we expect?	Chúng ta nên trông đợi điều gì?
What's his first name?	Tên của cậu ta là gì vậy nhỉ?
What's my room number?	Số phòng của tôi là số nào?
When does Tom need it?	Khi nào thì Tom cần nó?
Where is the bathroom?	Nhà vệ sinh ở đâu vậy?
Which one is your bag?	Túi bạn là cái nào?
Who am I talking with?	Tôi đang nói chuyện với ai đây?
Who discovered radium?	Ai đã phát hiện ra ra-di-um?
Why don't you grow up?	Sao mày không lớn lên?
You swim very quickly.	Cậu bơi nhanh thật đấy.
You'll get used to it.	Bạn sẽ làm quen với nó.
You've done very well.	Bạn đã làm rất tốt.
Your nose is bleeding.	Mũi của mày đang chảy máu.
Your nose is bleeding.	Mũi của bạn đang chảy máu.
Your nose is bleeding.	Mũi của cậu đang chảy máu.
All you do is complain.	Bạn chỉ toàn than phiền.
Are you afraid of dogs?	Ấy có sợ chó không?
Better late than never.	Chậm còn hơn không.
Can I touch your beard?	Tôi có thể sờ râu của ông được không?
Can I touch your beard?	Tôi có thể sờ râu của bạn được không?
Can I touch your beard?	Tao có thể sờ râu của mày được không?
Can you say that again?	Bạn có thể nhắc lại không?
Can you sing us a song?	Cậu hát cho bọn tớ nghe một bài được không?
Charity begins at home.	Trước khi thương người, hãy thương lấy người nhà mình.
Do you know each other?	Tui bây có biết nhau không?
Do you know each other?	Tụi mày có biết nhau không?
Do you know each other?	Tụi mày có quen nhau không?
Do you know each other?	Tụi bây có quen nhau không?
Do you know each other?	Các bạn có quen nhau không?
Do you know each other?	Các bạn có biết nhau không?
Give me a beer, please.	Vui lòng cho tôi một chai bia.
Give me a beer, please.	Vui lòng cho tôi một lon bia.
Give me a beer, please.	Vui lòng cho tôi một ly bia.
Have you had breakfast?	Em ăn sáng chưa?
He is a capable lawyer.	Anh ấy là một luật sư giỏi.
He is terrible at math.	Anh ta học toán dở tệ.
He regrets his mistake.	Nó hối tiếc lỗi lầm của nó.
He regrets his mistake.	Anh ấy hối tiếc lỗi lầm của anh ta.
He went out in a hurry.	Anh ta vội rã rời đi.
He zipped his bag shut.	Anh ta kéo khóa cái túi lại.
Her dress looked cheap.	Chiếc đầm của nó trông có vẻ rẻ tiền.
Her dress looked cheap.	Chiếc đầm của cô ta trông có vẻ rẻ.
How much money is left?	Còn lại bao nhiêu tiền?
I don't know which one.	Tôi không biết cái nào
I don't know your name.	Tôi không biết tên của bạn.
I don't like this book.	Tôi không thích cuốn sách này.
I don't speak Japanese.	Tôi không biết nói tiếng Nhật.
I don't speak Japanese.	Tôi không nói tiếng Nhật.
I had a late breakfast.	Tôi đã ăn bữa sáng trễ.
I heard a woman scream.	Tôi có nghe một tiếng hét của phụ nữ.
I know you can make it.	Tôi biết bạn làm được mà.
I seem to have a fever.	Có vẻ như tôi bị sốt.
I seem to have a fever.	Có vẻ như là tôi bị sốt.
I want something sweet.	Tôi muốn thứ gì đó ngọt.
I want you to meet Tom.	Tôi muốn bạn gặp Tom.
I wish I had more time.	Tôi ước gì tôi có thêm thời gian.
I won't be coming back.	Tôi sẽ không quay lại.
I won't be coming back.	Tôi sẽ không quay về.
I'm a good taxi driver.	Tôi là một tài xế taxi tốt.
I'm going to stop them.	Tôi sẽ chặn họ.
I'm watching my weight.	Tôi đang theo dõi cân nặng của mình.
Is it a recent picture?	Nó có phải là tấm hình mới chụp không?
Is it unconstitutional?	Nó có vi hiến?
Is there a vacant seat?	Có ghế nào trống không?
Is your mother at home?	Mẹ của mày có ở nhà không?
Is your mother at home?	Mẹ của cháu có ở nhà không?
Is your mother at home?	Mẹ của con có ở nhà không?
Is your mother at home?	Mẹ của anh có ở nhà không?
It doesn't hurt to ask.	Hỏi một câu chẳng mất gì.
It is me that is wrong.	Tại vì tôi nhầm hay là điều đó sai vậy?
It rained hard all day.	Trời mưa to suốt cả ngày.
My scalp is very itchy.	Da đầu tôi rất ngứa
Never trust a stranger.	Đừng tin người lạ.
No one can do anything.	Không ai có thể làm bất cứ điều gì.
Nobody can replace Tom.	Không một ai có thể thay thế Tom.
Please try again later.	Vui lòng thử lại sau.
She is no match for me.	Nó không bì được với tôi.
Stay at home till noon.	Ở nhà cho đến trưa.
Tell Tom what you mean.	Nói cho Tom biết bạn có ý gì.
Thanks for the flowers.	Cám ơn cậu về bó hoa.
That's a contradiction.	Đó là một điều mâu thuẫn.
The men have mustaches.	Ông ta có ria mép.
The middle one is mine.	Cái ở giữa là của tôi.
The restaurant is full.	Nhà hàng hết chỗ rồi.
The shoes are worn out.	Đôi giày đã sờn cũ.
There is no wind today.	Hôm nay chẳng có gió.
There is no wind today.	Không có gió hôm nay.
There is no wind today.	Chẳng có gió hôm nay.
There is no wind today.	Hôm nay đéo có gió.
They did it themselves.	Họ tự làm việc đó.
This is my friend, Tom.	Đây là bạn của tôi, Tom.
This is our friend Tom.	Đây là bạn của chúng tôi, Tom.
This is our friend Tom.	Đây là bạn của bọn tớ, Tom
This one's pretty cool.	Cái này khá hay đấy.
This rose is beautiful.	Hoa hồng này đẹp quá.
Tom became quite upset.	Tom trở nên khá giận dữ.
Tom became very famous.	Tom đã trở nên rất nổi tiếng.
Tom can't find his bag.	Tom không thể tìm thấy túi của anh ấy.
Tom doesn't have a gun.	Tôm không có súng.
Tom drives a white car.	Tom chạy xe màu trắng.
Tom dusted himself off.	Tom rũ sạch bụi trên người.
Tom dusted himself off.	Tom phủi sạch bụi trên người.
Tom held a seat for me.	Tom giữ ghế cho tôi.
Tom is young and naive.	Tom còn trẻ và ngây thơ.
Tom made three changes.	Tom đã thực hiện ba thay đổi.
Tom needs to seek help.	Tom cần tìm kiếm sự giúp đỡ.
Tom wasn't celebrating.	Tom không ăn mừng gì cả.
Tom will be so pleased.	Tom sẽ rất vui lòng
We are learning Arabic.	Chúng tôi đang học tiếng Ả rập.
We are learning Arabic.	Tụi tao đang học tiếng Ả Rập.
We can finish it later.	Chúng tôi có thể hoàn tất nó sau.
We do need your advice.	Chúng tôi có cần lời khuyên của bạn.
We look great together.	Chúng ta trông thật tuyệt khi đi cùng nhau.
We need to talk to you.	Chúng tôi cần nói chuyện với bạn
We've been here before.	Chúng tôi đã từng đến đây rồi.
Were you talking to me?	Bạn đã nói với tôi à?
What is he angry about?	Hắn tức giận về chuyện gì vậy?
What is my room number?	Số phòng của tôi là số nào?
Where did you get that?	Bạn lấy cái đó ở đâu?
Where did you meet Tom?	Mày đã gặp Tom ở đâu?
Where do I get the bus?	Tôi có thể đón xe buýt ở đâu?
Where do I get the bus?	Tao có thể đón xe buýt ở đâu?
Which way is the beach?	Ra bãi biển đi lối nào?
Who answered the phone?	Ai đã trả lời điện thoại vậy?
Why aren't you working?	Sao cậu không làm việc?
Why would I be jealous?	Tại sao tôi phải ghen tỵ?
Will anybody else come?	Còn ai khác sắp tới không?
You had plenty of time.	Bạn còn rất nhiều thời gian.
You might have told me.	Bạn đã có thể nói cho tôi biết.
You miss it, don't you?	Cậu bỏ lỡ nó phải không?
You're not fast enough.	Bạn không đủ nhanh.
And why would I do that?	Và tại sao tôi phải làm điều đó?
Are you a freshman, too?	Anh cũng là người mới à?
Are you referring to me?	Bạn đang nói về tôi à?
Arson is a criminal act.	Phóng hoả là một hành động phạm pháp.
Can I wait for Tom here?	Tôi có thể đợi Tom ở đây được không?
Do you want this or not?	Bạn có muốn cái này hay không?
Don't forget the ticket.	Xin đừng quên vé.
Don't let them fool you.	Đừng để nó lừa dối mày.
Don't let them fool you.	Đừng để chúng nó xem mày là trò đùa.
Don't let them fool you.	Đừng để tụi nó chơi mày.
Don't let them fool you.	Đừng để các bạn đó làm bạn trở thành tên ngốc.
Don't speak in Japanese.	Đừng nói tiếng Nhật.
Don't trust anyone here.	Đừng có tin bất kỳ ai ở đây hết.
Draw a line from A to B.	Vẽ một đường từ A đến B.
Everything is connected.	Mọi thứ đều được kết nối.
Give me your flashlight.	Đưa tôi cái đèn pin của cậu.
He ate all of the apple.	Nó đã ăn hết tất cả táo.
He ate all of the apple.	Ông ấy đã ăn hết tất cả táo.
He ate all of the apple.	Anh ta đã ăn hết tất cả táo.
He has even more apples.	Thậm chí anh ta còn có nhiều táo hơn.
He is a famous composer.	Ông ấy là một nhà soạn nhạc nổi tiếng.
He is a famous composer.	Anh ấy là một nhà soạn nhạc nổi tiếng.
He is a famous composer.	Ổng là một nhà soạn nhạc nổi tiếng.
He met a nice young man.	Anh ấy gặp được một người trẻ tuổi tốt bụng.
He sounded disappointed.	Anh ta có vẻ thất vọng.
He's my younger brother.	Nó là em trai tôi.
I am to meet him at ten.	Tôi định gặp anh ấy lúc 10 giờ.
I came to say I'm sorry.	Tôi đến để xin lỗi.
I don't know either boy.	Tôi không biết cả hai thằng.
I got a B in arithmetic.	Tôi được điểm B môn đại số.
I had a happy childhood.	Tôi có một tuổi thơ hạnh phúc.
I had the same problems.	Tôi từng có vấn đề giống như vậy.
I have a lot of flowers.	Tôi rất yêu hoa.
I have a mild pain here.	Tôi hơi bị đau ở đây.
I have another question.	Tôi có một câu hỏi khác.
I have the ace of clubs.	Tôi có con át chuồn.
I lent Tom a flashlight.	Tôi cho Tom mượn một cái đèn pin.
I love Hollywood movies.	Tôi thích xem phim Hollywood.
I love Hollywood movies.	Tôi thích coi phim Hollywood.
I love coming back here.	Tôi thích quay trở lại đây.
I love studying history.	Tôi thích nghiên cứu lịch sử.
I love to see you laugh.	Tôi thích thấy bạn cười
I need to get back home.	Tôi cần phải quay về nhà.
I paid him five dollars.	Tôi thanh toán cho anh ấy năm đô la.
I slept well last night.	Tối qua tôi ngủ ngon.
I swim almost every day.	Hầu như ngày nào tôi cũng đi bơi.
